,0
71.34127807617188,101.0
55.11595916748047,47.0
49.67816162109375,32.0
48.50288391113281,48.0
50.30613708496094,37.0
49.687957763671875,49.0
46.903900146484375,42.0
45.593048095703125,55.0
44.64495849609375,42.0
47.0236930847168,53.0
45.79021453857422,56.0
47.625579833984375,39.0
48.463340759277344,40.0
47.05877685546875,45.0
56.64147186279297,52.0
56.861328125,49.0
64.57289123535156,57.0
63.38541793823242,56.0
64.45126342773438,77.0
83.27493286132812,80.0
69.01067352294922,67.0
68.41581726074219,48.0
59.249610900878906,79.0
60.06995391845703,43.0
57.44651412963867,58.0
55.703895568847656,66.0
56.79241180419922,49.0
55.427032470703125,48.0
49.792510986328125,44.0
53.420555114746094,43.0
52.92135238647461,44.0
48.50138854980469,39.0
52.71998596191406,43.0
53.46006774902344,44.0
51.37757110595703,54.0
53.1926383972168,61.0
52.47661590576172,65.0
54.996803283691406,44.0
53.37890625,42.0
143.8873748779297,157.0
168.28179931640625,166.0
159.7071075439453,200.0
150.01336669921875,197.0
154.9705352783203,164.0
161.4549560546875,174.0
156.19032287597656,153.0
166.12136840820312,165.0
167.27047729492188,190.0
100.50910949707031,206.0
180.42330932617188,199.0
176.26315307617188,177.0
168.57647705078125,196.0
216.19679260253906,203.0
188.50552368164062,205.0
151.01937866210938,162.0
157.96682739257812,144.0
144.00164794921875,179.0
152.44813537597656,179.0
138.26434326171875,136.0
128.97703552246094,139.0
139.0138702392578,164.0
145.22879028320312,130.0
145.64077758789062,168.0
84.44320678710938,173.0
146.18617248535156,173.0
139.86683654785156,164.0
136.53448486328125,142.0
168.68783569335938,222.0
155.3443603515625,192.0
169.81849670410156,213.0
160.85369873046875,94.0
165.79107666015625,190.0
162.3727569580078,246.0
234.82940673828125,217.0
206.0209197998047,260.0
190.80642700195312,102.0
201.02847290039062,180.0
197.38192749023438,187.0
250.0612335205078,156.0
200.17239379882812,218.0
199.3980255126953,230.0
187.76528930664062,204.0
190.87530517578125,213.0
195.58526611328125,201.0
169.13832092285156,231.0
187.84381103515625,238.0
184.55792236328125,74.0
176.7470703125,222.0
193.7847900390625,255.0
200.30740356445312,115.0
198.28173828125,196.0
191.258056640625,259.0
181.2940673828125,124.0
207.77255249023438,187.0
190.11415100097656,241.0
183.87664794921875,195.0
170.75880432128906,255.0
171.65914916992188,234.0
179.03778076171875,241.0
176.21795654296875,194.0
165.99481201171875,187.0
182.12924194335938,233.0
182.23751831054688,191.0
191.03817749023438,94.0
183.0321807861328,141.0
197.21961975097656,124.0
109.68771362304688,224.0
180.5672607421875,242.0
173.01870727539062,233.0
108.07935333251953,212.0
169.89620971679688,53.0
171.04318237304688,180.0
175.67477416992188,208.0
170.37771606445312,214.0
182.85971069335938,86.0
163.80274963378906,197.0
169.7454833984375,180.0
157.76950073242188,230.0
167.15927124023438,201.0
107.4435043334961,238.0
190.713623046875,197.0
182.64175415039062,237.0
264.3379821777344,216.0
181.1753692626953,244.0
188.47105407714844,206.0
186.42422485351562,213.0
173.15017700195312,168.0
160.20431518554688,40.0
188.48638916015625,236.0
182.05001831054688,196.0
134.19363403320312,176.0
141.7642822265625,135.0
75.21913146972656,72.0
116.80909729003906,129.0
111.45579528808594,121.0
100.68801879882812,110.0
81.26785278320312,95.0
92.74114227294922,147.0
86.4883804321289,62.0
108.35464477539062,158.0
81.09492492675781,138.0
124.97389221191406,38.0
77.93548583984375,38.0
135.69049072265625,132.0
137.3746337890625,173.0
130.43984985351562,157.0
129.6238250732422,181.0
126.38246154785156,176.0
143.2198028564453,171.0
141.57107543945312,181.0
150.26808166503906,226.0
163.27432250976562,211.0
160.2218017578125,180.0
140.9896240234375,213.0
170.0825958251953,200.0
172.9207763671875,222.0
183.71249389648438,164.0
174.43130493164062,200.0
173.816162109375,118.0
188.47622680664062,206.0
197.91119384765625,206.0
193.27011108398438,136.0
179.4677734375,255.0
182.37603759765625,182.0
180.63894653320312,184.0
234.07302856445312,61.0
165.9803466796875,199.0
181.96615600585938,150.0
175.0639190673828,127.0
179.886962890625,177.0
101.64653778076172,92.0
161.93917846679688,140.0
178.73419189453125,109.0
220.28038024902344,105.0
157.10227966308594,268.0
146.39215087890625,123.0
110.31712341308594,144.0
146.86026000976562,190.0
155.5233612060547,288.0
197.37826538085938,140.0
125.80986022949219,170.0
133.5388946533203,91.0
144.0055389404297,149.0
125.44174194335938,175.0
97.50191497802734,130.0
83.59605407714844,105.0
138.16131591796875,25.0
183.42767333984375,232.0
120.54963684082031,94.0
119.40971374511719,124.0
138.19589233398438,134.0
163.58697509765625,219.0
137.8349609375,109.0
118.8077392578125,90.0
111.16703796386719,91.0
114.62548828125,102.0
110.93022155761719,90.0
106.05514526367188,184.0
