,0
1.7255579233169556,227.0
2.9976909160614014,238.0
3.664337158203125,253.0
2.965942859649658,264.0
2.7945616245269775,319.0
3.1709232330322266,286.0
3.0138516426086426,214.0
3.858107805252075,34.0
4.539658546447754,26.0
3.8496947288513184,28.0
3.3261446952819824,83.0
3.7742035388946533,10.0
3.7557268142700195,3.0
3.4287943840026855,7.0
4.2616472244262695,6.0
3.638958692550659,5.0
3.7860703468322754,5.0
4.4281816482543945,3.0
3.9044198989868164,4.0
4.881957054138184,4.0
4.446296691894531,6.0
4.109671592712402,4.0
4.4995598793029785,7.0
3.6309423446655273,16.0
3.8608756065368652,7.0
4.412529945373535,7.0
4.492890357971191,5.0
4.1763763427734375,3.0
3.842740058898926,3.0
3.775944232940674,5.0
3.8882343769073486,13.0
4.195448398590088,3.0
4.264194011688232,10.0
4.447051048278809,9.0
3.400907039642334,4.0
4.449461936950684,8.0
4.394589424133301,26.0
3.914276599884033,6.0
3.7079124450683594,8.0
3.8373923301696777,4.0
3.498422622680664,5.0
4.195692539215088,4.0
3.857020378112793,5.0
4.710430145263672,5.0
4.410059452056885,10.0
4.183093070983887,8.0
3.9439072608947754,4.0
3.9130821228027344,5.0
3.778587818145752,6.0
3.90584659576416,5.0
3.6983609199523926,8.0
4.420373916625977,9.0
4.421941757202148,16.0
4.422871112823486,9.0
4.401001930236816,11.0
4.264204502105713,6.0
4.65333890914917,8.0
4.157902717590332,3.0
3.462250232696533,5.0
3.2689363956451416,6.0
3.501495838165283,32.0
3.400546073913574,20.0
2.8717081546783447,8.0
2.543064832687378,7.0
2.141754150390625,4.0
1.7358454465866089,4.0
1.7404686212539673,18.0
2.0612306594848633,11.0
3.763749361038208,6.0
3.7975125312805176,34.0
4.271633148193359,36.0
3.851630687713623,65.0
3.758258819580078,17.0
4.472489356994629,25.0
4.114808082580566,7.0
4.834660530090332,16.0
4.22114372253418,24.0
4.067389965057373,5.0
3.5707812309265137,16.0
4.401571273803711,13.0
4.3122429847717285,5.0
3.635434627532959,44.0
3.5135669708251953,50.0
4.2513861656188965,3.0
3.5298385620117188,34.0
4.88414192199707,41.0
4.26140022277832,14.0
4.309706211090088,3.0
4.211048126220703,7.0
3.916901111602783,41.0
3.8429818153381348,32.0
3.806905746459961,59.0
4.433987617492676,58.0
3.785691261291504,57.0
3.4188778400421143,61.0
3.4152066707611084,54.0
4.212717056274414,89.0
3.693270206451416,78.0
4.254360198974609,99.0
4.651176452636719,145.0
4.474246025085449,21.0
4.442809581756592,130.0
4.201281547546387,72.0
4.470853328704834,117.0
3.7390799522399902,117.0
4.279945373535156,125.0
4.501492500305176,197.0
4.330680847167969,126.0
