,0
25.700345993041992,19.0
25.706684112548828,122.0
25.965011596679688,40.0
42.46529006958008,37.0
33.13019561767578,28.0
34.072723388671875,60.0
33.502872467041016,19.0
33.88849639892578,32.0
28.05000114440918,29.0
28.43670654296875,26.0
28.531816482543945,25.0
27.712993621826172,20.0
27.938243865966797,37.0
28.32427406311035,48.0
20.663843154907227,25.0
20.72377586364746,16.0
21.095705032348633,23.0
19.75593376159668,31.0
20.155275344848633,20.0
18.304157257080078,8.0
18.596038818359375,16.0
18.66107177734375,21.0
18.742490768432617,33.0
18.89317512512207,22.0
19.09328269958496,28.0
19.27186393737793,7.0
15.8924560546875,21.0
15.539094924926758,8.0
15.883580207824707,18.0
15.426496505737305,27.0
16.083633422851562,15.0
20.269428253173828,27.0
19.8046875,41.0
19.561429977416992,51.0
18.9644718170166,16.0
19.22806167602539,37.0
18.2102108001709,7.0
18.659067153930664,17.0
18.47166633605957,16.0
18.616329193115234,9.0
18.58871841430664,11.0
16.15057373046875,11.0
16.28754425048828,14.0
16.71009635925293,68.0
16.307952880859375,21.0
16.496538162231445,16.0
12.741217613220215,7.0
12.865853309631348,8.0
12.421295166015625,12.0
11.484609603881836,13.0
11.366643905639648,11.0
11.557190895080566,9.0
11.333388328552246,13.0
13.916633605957031,33.0
13.895037651062012,14.0
13.959518432617188,8.0
13.905961990356445,12.0
14.001812934875488,12.0
14.665389060974121,31.0
14.15384292602539,17.0
14.369635581970215,8.0
14.328030586242676,15.0
14.305377960205078,13.0
14.573400497436523,11.0
15.486319541931152,24.0
18.56406593322754,14.0
18.60536003112793,17.0
18.698856353759766,9.0
18.812522888183594,15.0
18.767616271972656,15.0
17.53425407409668,12.0
17.54758644104004,23.0
17.257877349853516,16.0
17.542388916015625,18.0
20.256580352783203,14.0
22.999427795410156,55.0
22.743972778320312,36.0
23.567249298095703,27.0
23.688770294189453,33.0
26.147586822509766,46.0
26.62796974182129,23.0
26.91914939880371,34.0
26.721582412719727,15.0
26.75550079345703,32.0
26.437110900878906,18.0
29.951446533203125,19.0
30.01609992980957,70.0
30.377168655395508,35.0
30.56997299194336,27.0
30.042583465576172,28.0
25.79608917236328,29.0
26.046157836914062,8.0
27.884958267211914,18.0
28.26067352294922,18.0
28.201831817626953,35.0
28.562217712402344,33.0
25.333026885986328,26.0
25.5928897857666,22.0
25.635961532592773,27.0
30.268901824951172,14.0
30.97059440612793,27.0
30.071924209594727,39.0
30.364585876464844,6.0
30.71005630493164,36.0
30.883121490478516,20.0
31.142757415771484,37.0
30.31972885131836,33.0
31.048322677612305,13.0
30.98696517944336,16.0
31.676164627075195,41.0
16.613428115844727,22.0
16.927885055541992,25.0
16.999311447143555,30.0
16.79449462890625,38.0
21.13189125061035,46.0
21.11853790283203,59.0
21.53096580505371,57.0
35.90098190307617,43.0
36.17941665649414,9.0
36.59025192260742,122.0
36.77018356323242,45.0
35.30485916137695,22.0
35.75739669799805,58.0
35.09380340576172,51.0
35.160194396972656,12.0
36.90724182128906,13.0
36.749446868896484,77.0
40.852176666259766,28.0
40.810630798339844,36.0
34.145816802978516,38.0
36.8516731262207,25.0
37.36418151855469,32.0
36.692867279052734,25.0
41.44932174682617,19.0
42.79679870605469,50.0
42.496517181396484,27.0
51.40949249267578,18.0
60.01911544799805,17.0
59.71407699584961,62.0
60.05400848388672,36.0
61.028926849365234,57.0
61.44406509399414,26.0
73.01165008544922,108.0
74.49669647216797,35.0
73.55769348144531,63.0
85.34246063232422,107.0
86.32745361328125,149.0
86.14327239990234,14.0
86.42241668701172,98.0
82.51215362548828,94.0
81.73015594482422,88.0
82.65010070800781,31.0
82.75602722167969,97.0
83.35675811767578,27.0
80.72075653076172,92.0
75.84058380126953,102.0
75.41096496582031,79.0
76.33277893066406,88.0
75.54306030273438,84.0
69.24281311035156,26.0
69.19640350341797,87.0
52.89933395385742,90.0
53.0451545715332,46.0
53.05607986450195,52.0
52.62540817260742,70.0
53.17096710205078,85.0
53.063907623291016,14.0
37.96222686767578,22.0
38.09315490722656,13.0
34.282596588134766,40.0
34.061683654785156,22.0
34.8107795715332,12.0
29.348051071166992,33.0
29.539592742919922,23.0
33.06664276123047,50.0
33.04289245605469,25.0
33.3613166809082,11.0
33.62419891357422,39.0
35.110694885253906,7.0
34.780059814453125,52.0
36.03451919555664,57.0
39.193729400634766,38.0
47.42443084716797,79.0
46.78441619873047,62.0
47.62563705444336,59.0
23.417343139648438,59.0
23.42498779296875,43.0
23.19289779663086,22.0
43.10272216796875,82.0
79.01628875732422,86.0
79.59746551513672,77.0
74.22888946533203,86.0
71.48954010009766,88.0
69.8552474975586,81.0
75.33929443359375,75.0
75.3011703491211,68.0
74.86550903320312,79.0
75.27995300292969,64.0
79.85913848876953,69.0
80.55073547363281,78.0
80.0794448852539,93.0
72.86263275146484,87.0
72.97657012939453,85.0
75.75215911865234,85.0
70.21116638183594,49.0
70.3329086303711,92.0
70.68195343017578,86.0
70.36311340332031,100.0
71.18869018554688,49.0
70.06829071044922,91.0
67.8453140258789,85.0
69.12273406982422,40.0
53.04111862182617,50.0
52.853424072265625,46.0
26.86827278137207,10.0
26.793472290039062,52.0
24.49327850341797,16.0
